Name,Followers,Rating,Industry,Domain,rev
Nikola Nikolov,12,5.0,Machine%20Learning,"['naturallanguageprocessing', 'machinelearning', 'artificialintelligence']","['::\nVery smart and action-oriented.\n', '::\nNikola is a mentor one can only wish for. A++\n', '::\nGreat mentor, would recommend to anyone in NLP space\n']"
Nima Tajbakhsh,5,5.0,Machine%20Learning,"['interviewpreparation', 'machinelearning', 'deeplearning']","['::\nNima is an excellent mentor. He is super enthusiastic about the space and works at the very cutting edge of deep learning. Strongly recommended!\n', '::\nNima is an awesome mentor to work with. He patiently listens to the mentee goals and tailors the mentorship to suits the goals. I definitely considered working with Nima in future\n', '::\nI was mentored by Nima for 3 months and I cannot recommend him enough. We went through many problems including dissecting DL models, coming up with metrics for object tracking without ground truth, also going through concepts behind these models. He went above and beyond to ensure I understand these concepts thoroughly. Would surely have him again if I need guidance on Computer Vision problems.\n']"
Momo Yakoub,3,5.0,Machine%20Learning,"['java', 'softwareengineering', 'distributedsystems']","[""::\nI've had a great experience with Yakoub, he is very knowledgeable and approachable and provided clear steps throughout the mentorship.\n"", '::\nMomo is awesome! He gives the best advice and encouragement. He adapts well to what works for my learning style and creates a solid structure to help you meet goals.\n', '::\nI really enjoyed my experience so far. Momo answers in a good pace and his help has been very helpful for me!\n']"
Saeed Mirshekari,3,5.0,Machine%20Learning,"['machinelearning', 'python', 'r']","[""::\nSaeed helps me to pivot my career into data analytics. As someone with no technical/math background, I had concerns that I wasn't prepared enough, and Saeed helps me overcome my fears. He always ready to answer my questions regarding projects and coding related challenges. No one has ever worked on my resume the way Saeed did. He wrote a detailed review that helped me tailor my work experience to the new role and lay it out logically. He is always enthusiastic and loves people!\n"", '::\nSaeed helped me a lot with a real project and that helped me a lot with my job and he was always there answering my tons of questions clarifying thanks for me clearly.. thanks Saeed\n']"
Dipanjan Sarkar,2,5.0,Machine%20Learning,"['naturallanguageprocessing', 'artificialintelligence', 'deeplearning']",[]
Anirudh Peddada,1,5.0,Machine%20Learning,"['datascience', 'machinelearning', 'python']","['::\nAnirudh is a great mentor. He was always ready to jump over a call and shape my ideas or share his on a project that we began working on.\n', '::\nAnirudh is amazing! He is very enthusiastic to help out and gave very good advice on improving our recommendation engine. Would highly recommend him!\n']"
Joao Gante,1,5.0,Machine%20Learning,"['machinelearning', 'phd', 'nlp']","['::\nJoao is very professional with deep knowledge in various deep/machine learning topics. In addition, he is a lovely person with high motivation to help others.\n']"
Nilesh Arnaiya,59,4.6,Machine%20Learning,"['java', 'deeplearning', 'datascience']","[""::\nNilesh is a great and motivating mentor. He helps not only my codes, but also in a higher level what I need for a good foundation for coding. Besides doing projects, he also likes to know each other. So it's not only business-oriented, also for bonding.\n"", '::\nnice to know that Nilesh flexible enough to adapt with our messy schedule, our methode of learning/mentoring, and hopefully with the solutions that arises along the way\n', '::\nNilesh is really knowledgeable about python and will work to where the mentee is at in terms of experience.\n']"
Siddharth Agrawal,11,5.0,Machine%20Learning,"['deeplearning', 'computervision', 'python']","['::\nDuring our cooperation, Siddharth always promptly answered any questions that I had, related to both my work and training. Thanks to the tips and resources he shared with me, my work went faster and I got to grips with the topics that interested me more quickly.\nHe helped not only with understanding what approaches and tools to use in different problems, but also with how to approach work in general, solve problems in parts, and correctly prioritize.\nI am grateful to him for his work and look forward to collaborating with him again in the future.\n', '::\nI found Siddharth to be very professional and knowledgeable. He often gives precise and concise answers to my questions. I recommend Siddharth to anyone who is breaking into the machine learning engineer role.\n', '::\nSiddharth has been a very patient and knowledgable mentor. He has shared some very useful key insights that has helped in the project.\n']"
Joao Gante,1,5.0,Machine%20Learning,"['machinelearning', 'phd', 'nlp']","['::\nJoao is very professional with deep knowledge in various deep/machine learning topics. In addition, he is a lovely person with high motivation to help others.\n']"
Govind Malhotra,11,5.0,Machine%20Learning,"['machinelearning', 'statistics', 'datascience']","['::\nThroughout my mentorship, Govind has been very supportive, honest and committed to my professional development. He provided advice that was practical, and showed the outlook of being a data scientist by sharing his skills, knowledge and expertise.\n']"
Victor Barros,12,5.0,Machine%20Learning,"['productmanagement', 'entrepreneurship', 'startup']","['::\nI am really glad I tried Mentor cruise and found Victor!\nIt has been great experience so far.\nGreat knowledge and response time.\nHaving Victor as a mentor is giving me a piece of mind.\n', ""::\nIn a short period of time, Victor provided me with valuable insights about the startup world in Brazil. His knowledge and experience about the subject matter really showed, and he very efficiently helped me contextualize how my background will serve me internationally, as well as highlighting ways that I can add value to my profile. I strongly recommend Victor to anybody looking for guidance about the startup world, or anyone who's curious about doing business in Brazil. Muito obrigado!\n"", ""::\nMentor has been great to work with, as he provides great perspective and solutions to the problems I'm experiencing with my problems. He's willing to work with my agenda, catering to all my different types of questions. Would highly recommend as he's worth the investment as a mentor!\n""]"
Aliyu Alege,11,5.0,Machine%20Learning,"['rpa', 'blueprism', 'python']","[""::\nThe dateline for my assignment was over. He didn't reply to my last chat for 1-2 week before my dateline. Then, the subject of machine learning is still too heavy for me. I don't continue it yet. I'll focus on another subject first.\n"", '::\nAliyu was incredibly supportive and excelled at meeting me where I was at and then encouraging my growth beyond that.\n', '::\nAliyu is a great teacher!\n']"
Chris Hammerschmidt,8,5.0,Machine%20Learning,"['machinelearning', 'datascience', 'productmarketfit']","['::\nChris is an excellent mentor! He is very knowledgeable and is able to explain complex concepts in a way that is easy to understand. He is also very patient and is always willing to answer any questions I have. I would highly recommend Chris to anyone looking for a machine learning mentor!\n', ""::\nChris has been a great mentor to work with! Before starting, I already worked as a data scientist, but was looking to deepen my understanding, create a continuous learning practice for myself, and be more confident in the enormous field of ML/DL. Chris really excelled at providing accountability, being a sounding board to create that practice, and in helping create more confidence in myself about the deeply technical parts of ML/DL.\nWe started by outlining areas of ML that I would want to expand my knowledge in and Chris helped encourage me to write up my readings in each subfield and ultimately helped create a practice of reading papers and really internalizing what was being communicated.\nOnce I became more confident in engaging with literature, I began to want to explore the practice of research. I came up with a problem and Chris acted as a great sounding board and mentor in this capacity to focus my idea. He lent his expertise in academia to help me understand how to progress on my ideas and I'm now working towards publishing my work.\nI really can't thank Chris enough for his help and mentorship over this journey. While I'm sure Chris could help anyone just starting out, I also think he would be a perfect fit for anyone who's already in the field, but is looking to go a lot deeper in their understanding and broaden their perspective on the field as a whole.\n"", '::\nChris is an amazing mentor who goes above and beyond in providing feedback, tips, and useful learning material. I came to Chris for help on a classification project, and he gave me extremely thoughtful tips and guidance on how to best approach it. Chris is also very responsive and easy to work with, I would highly recommend!\n']"
Logapriya V,7,5.0,Machine%20Learning,"['statistics', 'businessanalysis', 'dataanalysis']","['::\nI highly recommend LogaPriya. LogaPriya is well experienced in ML and statistics concepts and guided me very well to enhance my ML skills. She motivates even if we are unable to make progress with new topics. I was able to learn more than expected within a time span of one month.\n', '::\nLogapriya on MentorCruise.com helps me reach my goals! Logapriya is very knowledgeable in the Data Science space, with vast experience in the actual workplace of using the skills. She shares this experience and knowledge in an open way, not holding anything back. Logapriya has a great teaching style: being patient and comprehensive. I\'ve genuinely learnt a huge amount already, and I can\'t wait to apply the skills to my work. I\'ve gained great confidence in my skillset. I have no hesitance in recommending Logapriya as a mentor!""\n', '::\nLogapriya is a great mentor and very knowledgeable in the field of Datascience. She understood my career goals and mentored me accordingly. The honest advice and feedback helped me develop better clarity. In just a month and a half so far, I have noticed a big improvement in me. Will highly recommend.\n']"
Ankit Gupta,21,4.8,Machine%20Learning,"['datascience', 'analytics', 'sql']","['::\nAnkit was very supportive and patient. He was able to provide the guidance I needed to focus my energy on the right things in order to reach my goals.\n', '::\nAnkit is a really good mentor. He shared me a lot of useful information and advices. I hope I could work with him as my future mentor again.\n', ""::\nAnkit is incredibly knowledgeable. We've developed a roadmap for my career journey ahead, and you can tell he is genuinely interested in supporting my efforts, helping me to make sure I'm learning the right concepts, and thinking strategically.\n""]"
Rathan Raju,12,4.8,Machine%20Learning,"['dataanalysis', 'programminginpython', 'statistics']","['::\nRathan is brilliant. Could not ask for someone better informed, more kind, or more responsible. Incredible guy, HIGHLY RECOMMEND!!!\n', '::\nHe was great. I was not able to utilise him the way I would like, but he showed enthusiasm and understood what I needed.\n', '::\nNice Suggestions\n']"
Leoson Hoay,5,4.8,Machine%20Learning,"['machinelearning', 'technologymanagement', 'datascientist']","['::\nLeoson has been patient and understanding as I learn Python programming. He has been available and attentive to my needs.\n', '::\nLeoson is a great mentor! He’s versed in data science and good at explaining concepts.\n', '::\nLeo is a fantastic mentor for anyone looking to lay a strong foundation in data science and machine learning!\n']"
Linda Oranya,5,4.8,Machine%20Learning,"['python', 'sql', 'datascience']",[]
Swapnil Patil,1,5.0,Machine%20Learning,"['statistics', 'analytics', 'productmanagement']",['NAN']
Swapnil Patil,1,5.0,Machine%20Learning,"['statistics', 'analytics', 'productmanagement']",['NAN']
Eleanor Thomas,3,4.7,Machine%20Learning,"['python', 'datascience', 'sql']","['::\nEleanor was helpful in providing input to questions and giving suggestions.\n', '::\nSession was very helpful\n']"
Ayush Jain,29,4.9,Machine%20Learning,"['datascientist', 'machinelearningengineer', 'softwareengineer']","[""::\nAyush is knowledgable in his subject, and gives good feedback for difficult questions. He has given me balanced guidance in deciding several topics for my next company's development in practices. He also took the time to put together code to demonstrate to me good practices in the coding for ml projects.\n"", '::\nHe is very calm and patient. He is punctual and does not waste time to get to the point. He also gave me a career advice that I am hoping to apply to embark on a rewarding path.\n', '::\nAyush is a great mentor, I will be continuing working with him soon.\n']"
Shaksham Kapoor,10,5.0,Machine%20Learning,"['machinelearning', 'deeplearning', 'python']","[""::\nHe's a really great guy, has prepare a lot for his guidance, has a lot of experience in the field and also good at explaining and transferring these guidance to someone else. Because of the fact that he's Indian, his accent may be a bit weird to people, but when you get used to it, it should be fine. He had experienced the same problem with everyone in ML/DL/NLP, so he's more than capable to help anyone who just getting started. And because he has experienced working for companies, he can also help you with more advanced concepts. Overall, I'm satisfied by the knowledge he gives and I would recommend everyone to get mentored by him.\n"", '::\nMy Experience with Saksham was really good and got lot of valuable Advice to start my Journey as a Data Scientist. we are looking forward for our next session.\n', '::\nShaksham is an excellent mentor and I would recommend him to all budding ML/AI enthusiasts. I am very much happy to take his guidance in the process of learning Machine Learning models and getting my capstone projects to completion. Thank you for the support and guidance, for the prompt meetings, helping me out with the concepts and better way of doing the same things. I hope to connect with you in future for more learning.\n']"
Archana Rao V,32,4.8,Machine%20Learning,"['datascience', 'datavisualization', 'machinelearning']","[""::\nI highly recommend Archana's mentorship. She helps you reach your goals in the field and profession of Data Science.\n"", '::\nArchana is great mentor. She knows the topic, supports well with the required study materials and replies my query without much delay. I will surely work with her again.\n', '::\nMentor was helpful\n']"
Jerry Liu,4,5.0,Machine%20Learning,"['startup', 'productmanagement', 'marketresearch']","['::\nSuper valuable, he helped me understand deeper the data science paradigm\n', ""::\nSuper Mentor. Jerry is one of the sharpest people I know. I've been doing mentoring for a year now or so, and have spoken to many people. But so far, I think Jerry has the most thinking capacity in his upper chamber :D\n"", '::\nThe mentorship was awesome. Jerry was super professional.\nMy level of understanding was not easy as I’d just landed in the data science paradigm.\nBut without any judgment, he gave me clear insights that help me to go further on specific tasks.\nEven if we hadn’t included in our basic requirements, Jerry had not hesitated to correct my Python’s code.\nIn every aspect of our exchanges, I could felt the experiences he had from the Silicon Valley. I feel so blessed !\nAnd for another project, I’ll come back again to Jerry with no hesitation.\n']"
Justin Shenk,5,5.0,Machine%20Learning,"['computervision', 'machinelearning', 'productmanagement']","['::\nJustin asked the right questions and helped me to see where I am exactly with my projects and goals.\n', '::\nWonderful.\n', '::\nJustin strikes me as an experienced professional with diverse background! I wish to be in touch in future.\n']"
Reza Fazeli,3,5.0,Machine%20Learning,"['machinelearning', 'naturallanguageprocessing', 'computervision']","['::\nReza I a very good mentor with an experience in data science, and he is very organized\n', '::\nReza was able to point me in the right direction very quickly and I was able to get a position I was looking for.\n', '::\nReza has been a very dedicated mentor and always on time. I did enjoy my sessions with him and recommend him to anybody wanting to expand on their data science knowledge.\n']"
Akarsha Sehwag,12,4.8,Machine%20Learning,"['datascience', 'machinelearning', 'deeplearning']","[""::\nUnderstands what's important for your success and will give you the advice you need to get to the next level!\n"", '::\nAkarsha is a knowledgeable and helpful mentor.\n', '::\nShe is awesome and understanding.\n']"
Raghava Viswa Mani Kiran Peddinti,3,5.0,Machine%20Learning,"['startups', 'engineering', 'scaling']",[]
Payam Ghassemi,2,5.0,Machine%20Learning,"['robotics', 'optimization', 'control']","['::\nPayam is a great Mentor!\n', ""::\nPayam is very knowledgeable and gives great advice. We set both short-term and long-term goals and meet each week to go over my progress. It's very helpful to have an approachable mentor give me constant feedback on how I am doing as I work towards my goals.\n""]"
Cristina Gurguta,1,5.0,Machine%20Learning,"['datascience', 'visualisation', 'r']","[""::\nCristina is one of the best mentors I've ever met. Since the beginning she helped me prepare a guide to make a career transition from data analyst to data scientist.\nShe is very responsive, knowledgeable and answers all the questions I have in great detail. She's always providing resources and activities to continue learning.\nI really appreciate being working with her. Highly recommend!!\n""]"
Christian Monson,5,4.6,Machine%20Learning,"['machinelearning', 'naturallanguageprocessing', 'datascience']","['::\nChristian is a wonderful mentor. Every minute spent with him has been helpful in honing my career. Thank you very much!\n', '::\nChristian, is very knowledgable about the field of ML. I would recommend him to anyone who wants to make progress in this field.\n']"
Vikram Ardham,1,4.0,Machine%20Learning,"['datascience', 'machinelearning', 'deeplearning']",['NAN']
Karuna Lakhani,6,4.0,Machine%20Learning,"['datascience', 'ai', 'machinelearning']",['::\nKaruna is a great mentor.\n']
Janet Huang,3,5.0,Machine%20Learning,"['fintech', 'media', 'finance']","['::\nJanet is an excellent mentor! I will definitely make an appointment with her again\n', '::\nJanet is really smart and experience in guiding soft skills. (We did not talk tech skills part, because we are not in the same tech sectors)\nIf you need to improve skills, that includes your resume, interview, even you had difficulty in time management. She is the right person to ask.\n']"
Nagaraju Gooty,3,5.0,Machine%20Learning,"['datascience', 'machinelearning', 'deeplearning']","[""::\nExcellent! Really enjoyed my sessions with Nag, he's very knowledgeable\n""]"
Neal Fultz,13,5.0,Machine%20Learning,"['datascience', 'statistics', 'machinelearning']","['::\nVery good mentor!\n', '::\nNeal was a wonderful help and resource. I greatly appreciated his guidance and assistance in helping me to reach my goal.\n', '::\nNeal is fantastically helpful and committed to being open about his ability to help with career and related concerns. I was lucky to get to spend time with him and would recommend him to anyone in a data or math-related role who is seeking mentorship.\n']"
Jatin Ahuja,10,4.8,Machine%20Learning,"['machinelearning', 'datascience', 'deeplearning']","[""::\nMy project wouldn't succeed without his guidance!\n"", '::\nThank you Jatin for your guidance and support throughout my project. You explained everything I needed very well.\n', '::\nHe went over the materials I needed to prep for the interview. He took my own feedback on what I will be interviewed on. I was provided thoughtful feedback and resources I could use to fix some gaps.\n']"
Abba Barde,2,5.0,Machine%20Learning,"['python', 'machinelearning', 'deeplearning']",['::\nIt was Good.\n']
Abba Barde,2,5.0,Machine%20Learning,"['python', 'machinelearning', 'deeplearning']",['::\nIt was Good.\n']
Abba Barde,2,5.0,Machine%20Learning,"['python', 'machinelearning', 'deeplearning']",['::\nIt was Good.\n']
Abba Barde,2,5.0,Machine%20Learning,"['python', 'machinelearning', 'deeplearning']",['::\nIt was Good.\n']
Abba Barde,2,5.0,Machine%20Learning,"['python', 'machinelearning', 'deeplearning']",['::\nIt was Good.\n']
Dylan Israel,50,5.0,React,"['javascript', 'typescript', 'angular']","['::\nDylan is an excellent mentor. He has made my path clearer then ever. It is obvious he understands what is necessary to help you stand out and get noticed.\n', '::\nFantastic mentor. He helped me so much to grow from a total beginner to now work as a frontend developer.\n', ""::\nThe mentorship I've received from Dylan has been incredibly helpful. Last year I was his mentee and he helped me land my first Software Engineer job. A year later, I needed direction of how to progress in my career as I was beginning to feel stagnate and a bit burnt out. The honest advice and feedback helped me develop better clarity of what I want for my career, finances, and life. After just one month of following his advice, I landed an initial interview with Google, and I am finding more fulfillment in my side projects. I feel re-energized to keep developing my skills due to my new, exciting career goals which he helped me define.\n""]"
Abhishek Jakhar,20,5.0,React,"['javascript', 'react', 'css']","['::\nAbhishek is a great mentor =) you are lucky to have him as your mentor ! =)\n', ""::\nIt's been 4 months of mentorship with Abhishek. He was exceptional with his quality of teaching, helping and also in his way of tackling complex subjects on Javascript and React.\nHe is an outstanding mentor\n"", '::\nI have been learning from Abhishek for 3 months. He has been great, helpful. Helping me a lot continuously. He is so knowledgable and you are lucky to have him as a mentor =)\nHighly recommend.\n']"
Ayesha Malik,9,5.0,React,"['javascript', 'typescript', 'graphql']","[""::\nAyesha goes above and beyond to make sure you fully understand concepts. She's responsive to any questions and clear when explaining.\nI wish I had started working with her earlier.\n"", ""::\nYou won't regret having Ayesha as a Mentor.\n"", '::\nAyesha is a great mentor and very knowledgeable!\n']"
Davide Pollicino,4,5.0,React,"['faang', 'projectmanagement', 'careergrowth']","['::\nDavide is a really good and proactive mentor. Within the first week itself, he provided a really good learning path for me to start with based on my requirement. I am looking forward to his guidance.\n', '::\nDavide is a brilliant and supportive mentor! He replies quickly in chat if you need help or have some questions. His responses are very well-structured and informative. Davide is professional whom I definitely recommend as a mentor :)\n', ""::\nDavide is a phenomenal mentor. He went out of his way to help me in a moment I was really needing support. The only reason I'm ending the mentorship is because I need someone who lives in my timezone. Highly recommended!\n""]"
Naz Delam,45,5.0,React,"['computerscience', 'softwarearchitecture', 'webdevelopment']","[""::\nI was working in a position that wasn't fulfilling and diminished my technical skills to a point where I questioned if I could even continue being a software developer. I didn't feel confident coding, understanding bugs, or feeling I could be autonomous. But I decided to take a chance and leave my position and pursue a mentorship full-time. I wanted to learn something current, fulfilling, and enjoyable in order to bring more to the table as a developer to a company and feel well-rounded as a developer myself. So I decided on the JavaScript/React/Node space.\nI chose Naz because not only were her technical skills impressive but so was the way she looked at mentoring and teaching. When I began my time with Naz, we started from the ground up. I went from a basic understanding of JavaScript to tackling React and Node projects where I could guide myself into learning more when knowledge gaps arose. Naz helped me understand my learning patterns and areas to improve. I even took on new challenges like blogging on Medium or helping others with coding in my spare time. It's honestly amazing this was all within the span of 6-9 months.\nI feel so much more self-sufficient and was able to overcome a lot of my insecurities as a developer. Because of my time with Naz, I am entering my latest role as a full-stack JavaScript engineer at a startup! This is something I couldn't imagine myself doing prior to this experience and honestly, I encourage any developer that is struggling with direction to take on a mentorship program because not only will you understand more technically, but you will understand more about yourself and your abilities!\n"", '::\nNaz is a great mentor. She really cares about her mentees success. She was really helpful during my career development and I learnt a lot from her.\n', '::\nNaz is very experienced in the software field. I can tell that from our first call. So if you need some deep insights, Naz would be a great choice!\n']"
Erik Hanchett,23,5.0,React,"['javascript', 'vue.js', 'angular']","['::\nHi Erik was a great mentor over the last 2 months and help me loads amplify, AWS Cognito and Angular\n', '::\nErik is awesome. He responds quickly to questions and provides valuable feedback and ideas. Highly recommended.\n', '::\nErik has broad knowledge and experience which is helpful in my learning journey.\n']"
Mladen Ruzicic,13,5.0,React,"['frontend', 'javascript', 'typescript']","[""::\nHaving Mladen as a mentor gave me the last push I needed in my career switch journey.\nHe helped me achieve my goals even earlier than expected, and I'm super thrilled with the company I started at this month.\nI just couldn't ask for more. Thank you!\n"", '::\n2+ month review: If you want a clear guide to what you need to do to become a successful developer, Mladen is the person to go to. Mladen is a great accountability partner that will show you where you are in development through a series of tests, exercises, and projects. Mladen will also provide the needed resources to help you get where you need to be. Not a lot of hand holding, so you will need to be dedicated to improving and getting better if you want to see results, which is what I appreciate most about working with him.\nIf you are looking for a real world example of how to become better and what real world development looks like, choose Mladen!\n', ""::\nI was a bit lost in my self-learning process, so this was the perfect moment to start getting experienced professional feedback and inputs on my journey.\nMladen is very knowledgeable, communicative, involved and flexible. He's not only helping me get to the next level with my front-end and interview skills, but he also provides me of valuable career advice.\nI'm confident we will be able to reach the goals we've set!\n""]"
Tanner Barlow,3,5.0,React,"['typescript', 'python', 'java']","['::\nTanner has incredibly high EQ and is very helpful in helping you reach the next stage of engineering, whatever that is.\n', '::\nTanner has been exceptional in his career advice to me, and very responsive to our chats. I have already experience tangible benefits in the my outlook of my career. I sense greater direction in my path forward & always looking forward for our face-to-face hangouts\n', '::\nTanner is a great mentor! He is very supportive, responsive and accommodating. His years of engineering experience with speedy promotion gives him uniq perspective on how to navigate and succeed in big tech companies. His mentorship has been extremely helpful for me.\n']"
Faizal Patel,2,5.0,React,"['salesforce', 'apex', 'flutter']","['::\nI find the mentor very competent. This person loves his job very much and learning goes very fast. He also asked me several times about the quality of training and adjusts to my needs. In addition, he has coaching skills, which also helps in learning. My level of English is A2 and I understand it perfectly.\n', '::\nFaizal is a great mentor\n']"
Nilesh Arnaiya,59,4.6,React,"['java', 'deeplearning', 'datascience']","[""::\nNilesh is a great and motivating mentor. He helps not only my codes, but also in a higher level what I need for a good foundation for coding. Besides doing projects, he also likes to know each other. So it's not only business-oriented, also for bonding.\n"", '::\nnice to know that Nilesh flexible enough to adapt with our messy schedule, our methode of learning/mentoring, and hopefully with the solutions that arises along the way\n', '::\nNilesh is really knowledgeable about python and will work to where the mentee is at in terms of experience.\n']"
Dan Page,9,5.0,React,"['javascript', 'react', 'typescript']","['::\nDan is a lovely guy and full of JS and React knowledge!\n', ""::\nDan's a great mentor who really knows his stuff and I can't recommend him enough.\nI first sought out his help a few months ago with the goal of getting a better paid mid-level role at a different company, as I felt I wasn't learning much in my current job and really wanted to level up my skills.\nThanks to Dan, I've been able to finish a side project that had been a year in the making, focussing on the main marketable technical skills to really get on in the industry.\nHe's incredibly down to earth and I really appreciate his no-bullshit approach, which has helped me see past plenty of misconceptions I had about the industry and what it means to be a 'good' dev. The career advice I've received has been invaluable and has helped me realise my worth and true potential as a developer.\nWithout his help, I would not have had the confidence to apply to a £60k job I have recently been offered, as I thought it was completely out of the realm of possibility. I am now looking forward to reaping the benefits of my £25k pay rise at a company I'm genuinely excited to work for.\n"", '::\nI am so grateful to have Dan as a mentor! Your growth is really important to him, and he pushes you to do things outside your comfort zone. Whenever you have questions about something, he is always available to answer them and really takes the time to explain things. I have used a few mentors in the past, but Dan is by far the best. Having a genuine concern for his students and striving to help them succeed makes him a great teacher\n']"
Georgie Luhur Cooke,9,5.0,React,"['html', 'css', 'blogging']","[""::\nI just don't have the time do dedicate to being mentored. I wish i did\n"", '::\nIt is wonderful Ms Cooke helped me a lot\n', ""::\nI started a new job and don't have time to keep up with this right now, Georgie is great though, and this is no reflection on her as a mentor.\n""]"
Torrey Payne,10,5.0,React,"['golang', 'javascript', 'systemarchitecture']","['::\nTorrey is a great mentor very down to earth and will help you reach your goals in a timely manner. Helps you with everything from interviewing and job search strategies. Would recommend him to anyone entry level needing guidance on breaking into that first role. Great mentorship program 10/10 experience.\n', '::\nTorrey is a great mentor, who will help you plan out your goals. Set benchmarks, and how to complete those goals in a timely manner. I have enjoyed the mentorship program and the few months I have been in the mentorship program has elevated me to new heights and abilities in terms of preparing for technical interview and job search strategies. Would recommend him to anyone needing help through the job search and interview process.\n', '::\nTorrey is a great mentor and will help you reach your goals!\n']"
Hossam Mourad,3,5.0,React,"['javascript', 'react', 'frontend']","[""::\nHossam has the heart of a teacher and a very genuine desire to see you reach your full potential. As a newer engineer, I enjoy being able to learn from Hossam's extensive experience in Software Engineering. He does a great job of helping me to become a well-rounded engineer with hard and soft skills. There is no doubt in my mind the time and resources I have invested as a mentee has been very well worth it.\n"", '::\nHossam does an exceptional job of mentoring. I have been doing sessions with him for a little over two months and have already seen a dramatic improvement in the code that I am able to write. He has a very deliberate, well-planned method of mentoring.\nI would highly recommend mentoring sessions with Hossam, especially for anyone in the Front-End Development world.\n']"
Mark Thomas,1,5.0,React,"['javascript', 'react', 'career']",['NAN']
Anand Safi,63,5.0,React,"['technicalvision', 'sdlc', 'nodejs']","['::\nAnand helped me every step of job seeking - from screening to technical to impressing the CEO. He sent over multiple reading materials, video tutorials and sample questions of every round of interview in order to prepare for them.\n', '::\nAnand is very knowledgable in the career path that I chose and I\'m very happy with the progress I\'m making with his guidance. I\'m in that ""dark place"" when aspiring developers are between finishing a certification and landing a job offer. If you think that you need help in improving your job hunting spiel, acing that technical code interview or just need someone to ""point you to the right direction"", then Anand is the right mentor for you!\n', ""::\nThanks Anand. I feel more confident about my job search now thanks to you. I also learned a lot about topics that can't be learn through a blog post or an online course.\n""]"
Telmo Sampaio,26,5.0,React,"['javascript', 'react', 'nodejs']","['::\nvery patient, very good teacher, very pleasant > Happy with Telmo :)\n', '::\nVery nice to work with, patient and very good teacher. Truly helpful and caring for you to achieve your goals and learn on the way.\n', ""::\nTelmo's great. I was lost and frustrated before I started mentorship with him. He's always helpful and very knowledgeable. I highly recommend him a mentor!\n""]"
Benjamin Kaiser,16,5.0,React,"['javascript', 'react', 'nodejs']","['::\nBen is an excellent mentor, patient, and best teacher you could find.\n', ""::\nBenjamin is a high-class professional who knows his thing and is happy to share his knowledge. Especially if you're looking to level up your React app performance optimization and deployment skills - that's a request I approached him with and got what I expected. I will definitely come back for more mentorship again when I'll be ready to level up my skills further.\n"", ""::\nBenjamin is really friendly and helpful, he tries to help in any way he can! He shared many insights, idea's and also helped me with social oriented aspects that are related to my developer role.\n""]"
Victor Barros,12,5.0,React,"['productmanagement', 'entrepreneurship', 'startup']","['::\nI am really glad I tried Mentor cruise and found Victor!\nIt has been great experience so far.\nGreat knowledge and response time.\nHaving Victor as a mentor is giving me a piece of mind.\n', ""::\nIn a short period of time, Victor provided me with valuable insights about the startup world in Brazil. His knowledge and experience about the subject matter really showed, and he very efficiently helped me contextualize how my background will serve me internationally, as well as highlighting ways that I can add value to my profile. I strongly recommend Victor to anybody looking for guidance about the startup world, or anyone who's curious about doing business in Brazil. Muito obrigado!\n"", ""::\nMentor has been great to work with, as he provides great perspective and solutions to the problems I'm experiencing with my problems. He's willing to work with my agenda, catering to all my different types of questions. Would highly recommend as he's worth the investment as a mentor!\n""]"
Carlos David Loureda Parrado,8,5.0,React,"['reactjs', 'reactnative', 'javascript']","['::\nCarlos is very knowledgeable and was both supportive and flexible! Thanks so much Carlos.\n', ""::\nTaking a mentor is one of the best decisions I made this year. And I'm super lucky to have found Carlos, he is super dedicated, always here to answer my questions, very knowledgeable and experimented,fun and kind!\nI'm not a beginner myself, I'm a developer with several years of experience and lot of clients, but as a freelancer, I had nobody to go further and guide me, so I was really needing that at this point of my career. So thanks to Carlos I feel that I can take any project and I will not be stuck, and learn anything deeply!\n"", ""::\nCarlos is the best mentor you can find, if you need help with a project or you want to learn something new, he will find a way to teach it in the best possible way. He has a lot of experience in the programming area, and most important he is a great and funny person, which means that you can learn a lot in an easy and comfortable way. Among all the mentors that I had so far, he is the one that really helped me understand the basic concepts of programming, and I'm planning to stay with him for a long time just to keep learning and improving.\n""]"
Prashant Mishra,15,4.9,React,"['entrepreneur', 'softwaredevelopmentprocess', 'codereview']","['::\nPrashant gave me very valuable advice about feeling stuck in my career and wanting to transition to development. I like his straightforward approach which allowed me to make a decision on what direction to take off the bat. This session has helped me a lot and cleared me from other distractions.\n', '::\nI took a mentorship from Prashant to understand how and what should be measured to ensure the quality aspects of the projects. Just to be frank, he is really amazing guy and down to earth for his capability and credentials that he holds. He has understood the problems from the first principles, questioned me the needs, set me the direction, guided and reviewed the work that I was doing with his help.\nA very professional mentor - he stuck to timelines that he committed and irrespective of his own personal challenge, he was available for me. That shows his commitment.\nI really love to work with him again in another opportunity. I strongly recommend the mentees who are looking for mentorship from the list of skills mentioned by Prashant !!\n', '::\nUnfortunately I managed to have only one meeting with the mentor. The talk was extremely useful, as it gave me a lot of leads to think about and work on for the future, hence the five star rating on what potentially it could have been. However, at this stage, due to many professional and non-professional commitments, I was unable to carry on with the mentorship and dedicate the required time. I will however continue working on the issues discussed and agreed as soon as the time allows.\n']"
